bidder_id,payment_account,address,outcome,bid_count,unique_auctions,unique_devices,unique_countries,unique_ips,unique_urls,unique_merchandise,bids_per_auction,ips_per_bid,countries_per_bid,devices_per_bid,time_span,time_mean,time_std,time_diff_mean,time_diff_std,time_diff_min,zero_interval_count,zero_interval_ratio,country_entropy,device_entropy,url_entropy,merchandise_entropy,unique_subnets,subnets_per_bid,burst_max_strip1,burst_mean_strip1,burst_max_strip2,burst_mean_strip2,burst_max_strip3,burst_mean_strip3,burst_max_strip4,burst_mean_strip4,burst_max_strip5,burst_mean_strip5,burst_ratio_strip1,burst_ratio_strip2,burst_ratio_strip3,burst_ratio_strip4,burst_ratio_strip5,merch_auto parts_ratio,merch_books and music_ratio,merch_clothing_ratio,merch_computers_ratio,merch_furniture_ratio,merch_home goods_ratio,merch_jewelry_ratio,merch_mobile_ratio,merch_office equipment_ratio,merch_sporting goods_ratio,top5_country_ratio,log_bid_count,log_unique_auctions,log_unique_ips,log_unique_urls,log_time_span,log_time_std,log_burst_max_strip1,log_burst_max_strip2,log_burst_max_strip3,log_burst_max_strip4,log_burst_max_strip5
0a6ba32afe4756995db2f5cf2461cddbvj445,a3d2de7675556553a5f08e4c88d2c2280i539,e9ac7750d73a796460f96b096b29725f1qqpz,0.0,6.0,3.0,4.0,3.0,4.0,6.0,1.0,2.0,0.6666666666666666,0.5,0.6666666666666666,8762947368421.0,9762691298245614.0,4315603052285.451,1460491228070.0,2620113221986.716,0.0,1.0,0.16666666666666666,1.4591479126991596,1.7924812445897977,2.5849624920649856,-1.4426951595367387e-09,4.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.9459101490553132,29.80155342187011,29.0932581878915,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
fa64831ab5ade55daee13f852c16b0a84ujt0,3a0add7fb226e9f304c27e80d6d09bfbuarcp,8de27ed2fba662e2e1427856058fae573rszo,0.0,888.0,126.0,173.0,53.0,641.0,99.0,1.0,7.0476190476190474,0.7218468468468469,0.059684684684684686,0.19481981981981983,77264789473685.0,9669153557313892.0,31846279750454.965,87009898055.9527,1680102805190.0042,0.0,2.0,0.0022522522522522522,2.766148566513479,5.983975848698154,2.7576991057319438,-1.4426951595367387e-09,636.0,0.7162162162162162,2.0,1.0011273957158964,2.0,1.0011273957158964,2.0,1.0011273957158964,2.0,1.0011273957158964,2.0,1.0011273957158964,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6047297297297297,6.790097235513905,4.844187086458591,6.464588303689961,4.605170185988092,31.97825946287984,31.091941685801245,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
3f3a3705be5ea07b9ba7ee646ed756fbssuo7,27874e255fc9c6e7375ad9c949971e8fbpg7i,f3b1e4c7e5f5337ab0ff0d66aee326865qal2,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,6253210526316.0,9767598394736842.0,4421687567345.144,3126605263158.0,4421687567345.144,0.0,1.0,0.5,-1.4426951595367387e-09,0.99999999711461,0.99999999711461,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,29.46411613199701,29.117542541717103,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1b26a52e1e5980c8487bb35cf5027fdfwfnzp,879c7091fb98052b8ea2f0cd41fe50a3ht0be,7f9e09d47507cf6432086dd4f53814fem7jm5,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,10530000000000.0,9639541842105264.0,7445834405894.346,5265000000000.0,7445834405894.346,0.0,1.0,0.5,-1.4426951595367387e-09,0.99999999711461,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,29.985249442074526,29.638675851794595,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
c0549e76b179912d52a28c3eb9b29376yaxvu,a3d2de7675556553a5f08e4c88d2c228wx3vf,00de21ff3627811075faf2a3a0880053yi40s,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,752263157895.0,9708039447368420.0,531930380185.0681,376131578948.0,531930380185.0681,0.0,1.0,0.5,0.99999999711461,0.99999999711461,0.99999999711461,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,27.346352043690764,26.999778453412674,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
38e919293f5dbd62d87ce288e41aae2a281m2,a3d2de7675556553a5f08e4c88d2c228ocx73,937e24e5329b1758d1180c3b83041b1b78i8n,0.0,922.0,28.0,114.0,2.0,869.0,1.0,1.0,32.92857142857143,0.9425162689804772,0.0021691973969631237,0.12364425162689804,74230052631579.0,9691237684324694.0,21263042189005.234,80509818472.4295,1652221145297.6016,0.0,3.0,0.0032537960954446853,0.012245697034056969,5.513516105469765,-1.4426951595367387e-09,-1.4426951595367387e-09,862.0,0.9349240780911063,2.0,1.0021739130434784,2.0,1.0021739130434784,2.0,1.0021739130434784,2.0,1.0021739130434784,2.0,1.0021739130434784,0.0021691973969631237,0.0021691973969631237,0.0021691973969631237,0.0021691973969631237,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9989154013015185,6.827629234502852,3.367295829986474,6.76849321164863,0.6931471805599453,31.938190206091566,30.68799157310231,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
585e7c21b80baf2225224fe140cdb1a73ddrf,a3d2de7675556553a5f08e4c88d2c228bvufu,a3d2de7675556553a5f08e4c88d2c22881vc1,0.0,426.0,137.0,148.0,32.0,328.0,44.0,1.0,3.1094890510948905,0.7699530516431925,0.07511737089201878,0.3474178403755869,13508210526316.0,9765329935137138.0,4063378983999.105,31709414381.023476,59143896865.83027,0.0,1.0,0.002347417840375587,3.3198223189801546,6.07362726922548,2.0866697594148764,-1.4426951595367387e-09,326.0,0.7652582159624414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002347417840375587,0.002347417840375587,0.002347417840375587,0.002347417840375587,0.002347417840375587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4953051643192488,6.056784013228625,4.927253685157205,5.796057750765372,3.8066624897703196,30.234318803636683,29.033036005473143,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
d91a4421996dcf429f575e372915cdcedae6g,a3d2de7675556553a5f08e4c88d2c2286gew9,e350bda3ceb6067cad400ae931c3527aetdd8,0.0,1274.0,163.0,308.0,51.0,783.0,86.0,1.0,7.815950920245399,0.6145996860282574,0.040031397174254316,0.24175824175824176,13592368421053.0,9767217970255308.0,4478250780251.473,10669048996.116169,14594008270.849085,0.0,29.0,0.022762951334379906,3.087605604499717,7.355504855461795,4.117434349871644,-1.4426951595367387e-09,781.0,0.6130298273155416,3.0,1.0224719101123596,3.0,1.0224719101123596,3.0,1.0224719101123596,3.0,1.0224719101123596,3.0,1.0224719101123596,0.002354788069073783,0.002354788069073783,0.002354788069073783,0.002354788069073783,0.002354788069073783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5259026687598116,7.150701457592526,5.099866427824199,6.664409020350408,4.465908118654584,30.240529605658754,29.130253635273164,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906
880f542a275df1251612886d408b32e8m96cp,442b15af88aca8fee2753db9c53cf904nmnvu,4ac07901bc0cbd21be97e7099da33be3hj9e5,0.0,18.0,4.0,7.0,2.0,15.0,9.0,1.0,4.5,0.8333333333333334,0.1111111111111111,0.3888888888888889,69257157894737.0,9693040359649122.0,19518600551919.3,3847619883041.0,12147469322538.523,0.0,1.0,0.05555555555555555,0.8524051757640884,2.102187160850468,2.633731407657878,-1.4426951595367387e-09,15.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9444389791664403,1.6094379124341003,2.772588722239781,2.302585092994046,31.868847618755307,30.602389001306555,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
6e4d22dbabcf2eaae5689c7d155e1c1fev15l,84b5b2552033a90fa8b97a4f59e6cd2bgj8il,c038f8dc97e38c870ba2b6d50fce3d5fb25ou,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,8995736842106.0,9764061973684210.0,6360946522824.226,4497868421054.0,6360946522824.226,0.0,1.0,0.5,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,29.82777189683063,29.481198306550922,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
25d75fd439571c1d9b946f5ec833786063vom,b493766aa07b5093bd0b0f029459fce2bb0ia,5e2f0a6e77f8fa7cac429738e58978a01gdoj,0.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,1.25,0.8,0.4,0.8,68691105263157.0,9662168515789474.0,35742288190566.305,13738221052631.2,26472845064508.105,0.0,1.0,0.2,0.9709505915692787,1.921928089116582,1.921928089116582,-1.4426951595367387e-09,4.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.791759469228055,1.6094379124341003,1.6094379124341003,1.6094379124341003,31.860640834622615,31.20735564684958,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
5354c02817e47f28e60e44a40ca5e48dll4sz,1862ef3b7965993cc975a1161010e810w2bwo,58e5dc4d38d886f6c7abf0c264a51cb7alhj2,1.0,181.0,18.0,51.0,7.0,13.0,1.0,1.0,10.055555555555555,0.0718232044198895,0.03867403314917127,0.281767955801105,13175315789474.0,9638002330910148.0,4392858269045.798,72791799941.8453,644002328491.1626,0.0,1.0,0.0055248618784530384,0.9595816473881503,4.640104580708022,-1.4426951595367387e-09,-1.4426951595367387e-09,13.0,0.0718232044198895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9281767955801105,5.204006687076795,2.9444389791664403,2.6390573296152584,0.6931471805599453,30.209366178909335,29.111001217494106,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
d29003d7f3ec1f0e4ca9cc17e6389b4a4phcg,a0dc95936282ff8eef7ffa54f295255ctyafs,fa442b098896fe3f9aca16a6f100e597e5rky,0.0,48.0,17.0,28.0,6.0,35.0,26.0,1.0,2.823529411764706,0.7291666666666666,0.125,0.5833333333333334,12971789473685.0,9765100736842104.0,4013598853412.4126,270245614035.125,508084699789.3169,0.0,1.0,0.020833333333333332,1.4205992926967754,4.452368127479856,4.068030298354141,-1.4426951595367387e-09,35.0,0.7291666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7708333333333334,3.8918202981106265,2.8903717578961645,3.58351893845611,3.295836866004329,30.19379807495469,29.020709424441062,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
b37b352197594dae96bb9219bf59d656oz79f,741f0cc2cc8fe65d86e65ce3c1ad9757hprgo,ad6673379b129d23eb72f94463cb9700w3hpt,0.0,12.0,7.0,11.0,2.0,6.0,10.0,1.0,1.7142857142857142,0.5,0.16666666666666666,0.9166666666666666,69733684210526.0,9681998324561402.0,30886742276276.473,5811140350877.333,15087826753970.535,0.0,1.0,0.08333333333333333,0.41381684741824376,3.4182958181848444,3.2516291529608727,-1.4426951595367387e-09,6.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,2.0794415416798357,1.9459101490553132,2.3978952727983707,31.875704591138266,31.061348155215214,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
9c509838d129fcee98cb3934079ca36asla50,a3d2de7675556553a5f08e4c88d2c228yyj66,fa7c5a29b73357781dfe14dc4d979d36u26ga,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9772870736842104.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
99acffc3cd9bfcd00668dbf472a1979350mxk,8782587a1caaf821011d23f2058c289fafxx5,ea349e9643eac4a7bfd988257e7bea339bzcz,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9631971526315788.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,-1.4426951595367387e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
067ff22ebf0d33fe0deedc816d75973865jo7,a3d2de7675556553a5f08e4c88d2c22848lqa,022b06519985716abd9fc8ce83540d58wsgo1,0.0,330.0,58.0,66.0,19.0,166.0,63.0,1.0,5.689655172413793,0.503030303030303,0.05757575757575758,0.2,67747789473684.0,9700161019936204.0,5463214730893.273,205296331738.43637,2999388829533.4805,0.0,2.0,0.006060606060606061,2.2889279678324477,4.889323830392501,3.7790959941038076,-1.4426951595367387e-09,166.0,0.503030303030303,2.0,1.0030395136778116,2.0,1.0030395136778116,2.0,1.0030395136778116,2.0,1.0030395136778116,2.0,1.0030395136778116,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,5.802118375377063,4.07753744390572,5.117993812416755,4.1588830833596715,31.846812947461377,29.32905851097534,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098
